"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY010G","PY020G","PY021G","PY030G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PW010","PW020","PW030","PW040","PW050","PW060","PW070","PW080","PW090","PW100","PW110","PW120","PW130","PW140","PW150","PW160","PW170","PW180","PW190","PW200","PW210","PW220","PD020","PD030","PD050","PD060","PD070","PD080","PD090","PW005"
"2013","AT",241184804,618.200483091787,,"3","2013","31","3",1977,"2","1","2","AT","2",,"0-1","5","1","1",,,"3","71",,,,,,"1","1","2",,,"16","2","1","3","2",,"2","3",11644,378,0,5958,0,0,0,0,0,0,0,0,0,1500,"9","8","8","5",,"4","2","3","1","10","10","8","5","0","5","9","1","1","5","10","10","2","1","1","1","1","1","3","6",
"2013","AT",241184805,618.200483091787,,"4","2013","22","12",1995,"2","1","3","AT","2",,"2","6","2","1",,,"3","NAs",,,,"6",,"1",,"2",,,"18","3","1","2","2",,"2",,0,0,0,5483,0,9936,0,0,0,0,0,0,0,,"7","8","5",,"5","5","2","3","1",,,"8","6",,"9","9","1",,"7","10","9","1","1","1","3","1","2","1","3","415.040683987283"
"2013","AT",241262901,618.200483091787,,"4","2013","15","2",1932,"1","2","1","EU","2",,"2","7","1",,,,"3","51","62",,,,"12","1","2","2",,,"14","3","1","3","2",,"2",,0,0,0,8727,0,0,0,0,40932,0,0,0,0,,,"8","7","10","3","5",,"4","2","7",,"7","8",,"8","8","1","1","6","5","10","2","1","1","1","1","1","3","1","565.650827665529"
"2013","AT",241262902,618.200483091787,,"4","2013","15","3",1937,"2","3","3","AT","2","4","2","7","2","1","2",,,"NAs","40",,,,,,"2",,,,"15","1","2","3","1",,"2",,0,964,0,9231,0,0,0,0,0,0,0,0,0,,"10","10","8","7","4","5","2","5","3",,,"3","1","9","6","8","1","1","8",,"10","2","1","1","1","3","1","2","1","491.285497011684"
"2013","AT",241262903,618.200483091787,,"5","2013","15","11",1965,"1","2","2","AT","2",,"3","1","1",,,,"3","72","40",,"b-e",,"12","1","1",,,,"14","1","2","3","2",,"2",,63860,0,0,6381,1300,0,0,0,0,0,0,0,0,,,"7","8","10","4","4","2","5","1","8",,"6","8","3","7","10","2","1","5","10","10","2","1","1","1","3","1","1","5","364.210047482553"
"2013","AT",241262904,618.200483091787,,"4","2013","14","4",1967,"2","2","3","AT","1",,"4","4","2","1",,,"3","33","30",,"q",,"11","1","2",,,,"17","2","2","3","2",,"2",,1743,0,0,6205,500,0,0,12033,0,0,728,0,0,,"8","8","6",,"3","3","2",,"2","8","10","9","2","7","7","9","1","2","3","9",,"2","1","1","1","3","1","1","1","621.744305167087"
"2013","AT",241262905,618.200483091787,,"5","2013","16","2",1989,"1","2","3","AT","2",,"4","1","2","1",,,"3","72","39",,"f",,,"1",,"2",,,"17","2","2","2","2",,"2",,19267,937,0,0,600,0,0,0,0,0,0,0,0,,"8",,,"9","3","4","3","4","2","9",,"7","5","0","10","10","1","1","10","10","10","1","1","1","1","1","1","1","3","3129.42177126219"
"2013","AT",241262906,618.200483091787,,"3","2013","15","4",1993,"1","1","2","AT","1",,"3","6","2","2",,,"3","NAs",,,,,,,,,,,,"4","2","2","2",,"2",,2860,0,0,0,0,0,0,0,0,0,0,0,2077,2799,,,,"8","3","4","4","3","2","8",,"9","5","7","7","8",,,"0","8",,,"1","1","1","1","1","3","6","604.208553408583"
"2013","AT",241376901,618.200483091787,,"3","2013","17","10",1932,"1","2","1","AT","2","4","2","7","1","2",,,"3","26",,,,"6",,"1","2","2",,"9","16","2","1","3","2",,"2",,0,0,0,5955,0,0,0,0,0,0,0,0,0,2990,"9","8","10","5","4","4","4","4","4",,,,"0",,"3","10","1","1","7","10","10","2","1","1","1","1","1","2","1","1346.4929309152"
"2013","AT",241376902,618.200483091787,,"6","2013","51","9",1942,"2","2","3","AT","2",,"2","10","2",,"2",,,"91",,,,,,"1","2","2",,,"14","1","2","3","2",,"2",,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,"7","8","8","10","3","5","2","5","4","9","5","10","8","5","9","8","1","1","4","6","9","1","1","1","1","3","1","1","1","569.912561049686"
"2013","AT",241376903,618.200483091787,,"3","2013","47","4",1969,"2","2","1","AT","2",,"2","3","2",,,,"3","61","30","3","a",,,"1","2","2",,,"19","2","2","3","2",,"2",,0,0,0,0,600,17973,0,0,0,0,0,0,0,,"10","8","5","10","1","5","3","5","3",,,"8","5","4","9",,"1","1","4","10","9","3","1","1","1","1","1","1","3","367.466597500549"
"2013","AT",241376904,618.200483091787,,"4","2013","16","7",1977,"2","1","3","AT","2",,"5","2","2","2",,,,"24","20",,"q","6",,,"2","2",,,"16","2","1","3","2",,"2",,5721,0,0,1248,0,0,0,0,0,0,0,0,0,,"10","5","5","8","5","4","2","5","2",,"10","10","2","6","3","4","1","1","6","10","9",,"1","1","1","3","1","3","6","742.63885431725"
"2013","AT",241376905,618.200483091787,,"6","2013","17","2",1995,"2","1","1","AT","1",,"2","6","1","2","2",,"3","NAs",,,,,"2","2","2",,,,"18","2","2","3","2",,"2",,0,0,0,5250,0,0,0,0,0,0,0,0,0,2300,"10","8","5","10",,"4","2","4","1","9","8","4","6","5","2","5","1","1","3","10","9","2","1","1","1","1","1","1","1","506.920777277803"
"2013","AT",241418301,618.200483091787,,"4","2013","6","3",1932,"1","2","3","AT","2",,"2","7","1","1",,,"3","61",,,,,"8","1","2",,,,"16","1","2","3","2",,"2",,0,0,0,3258,600,0,0,0,18625,0,0,0,0,,"8",,"9",,"3","3","2","4","3","9",,"4",,"0","6","8","1","1","9","10","8","2","1","1","1","1","1","1","6","368.405171186389"
"2013","AT",241418302,618.200483091787,,"3","2013","20","2",1942,"2","4","3","AT","2",,"2","7","2",,"2",,"3","52",,,,,"12","1",,,,,,"4","2","3","2",,"2",,0,0,0,0,840,0,0,0,5211,0,0,0,0,,"7",,"10","8","3","5","1",,"2",,,"3","4","4","7","10","1","1","7","8","5","3","1","1","1","1","1","1","4","544.627209574232"
"2013","AT",241418303,618.200483091787,,"4","2013","27","11",1969,"2","1","3","AT","2",,"4","1","1","1",,,"2","33","42","5","b-e",,"12","1","1","2",,,"18","4","1","3","2",,"2",,19517,0,0,4430,0,0,0,0,0,0,0,0,0,1800,,"6","8","10","3","2","2","5","2",,,"9","6","8","10","10","1","1","7","8","10","3","1","1","1","1","1","1","6","874.978298854327"
"2013","AT",241418304,618.200483091787,,"6","2013","4","3",1977,"2","1","1","AT","2","3","3","2","2",,,,"3","35",,,"l-n",,"13","1","2","2",,,"16","2","1","3","2",,"2",,17489,0,0,9026,0,0,0,0,0,0,0,0,0,2433,"10","10","4","7","4","3","2","4","4",,"10","5","7",,"10",,"1","1","7","7","10",,"1","1","1","3","1","3","1","285.373580011201"
"2013","AT",241418305,618.200483091787,,"5","2013","17","9",1995,"2","1","1","AT","2","5","2","6","2",,"2","2","3","NAs","15",,,"6","3","1","2",,,,"17","1","2","3","2",,"2",,8092,0,0,4983,500,0,0,0,0,0,0,0,0,800,"7","8",,"7","4",,"2","5","3","9",,"10","7","4","6","9",,"1","10",,"10",,"1","1","2","3","1","3","1","368.330122716774"
"2013","AT",241476701,618.200483091787,,"4","2013","25","4",1932,"1","4","1","AT","2",,"2","7","1","1",,,"3","51",,,,,,"1","1",,,,"15","4","2","2","2",,"2",,0,0,0,1466,200,0,0,0,22732,0,0,0,0,2300,"10","10","2","10","4","5","1","5",,,,"7","3","5","8","7","1",,"7","10","9","1","1","1","1","1","1","3","1","667.710825649351"
"2013","AT",241476702,618.200483091787,,"6","2013","9","12",1942,"2","2","3","AT","1",,"3","7","2","1",,,"3","NAs",,,,"5","13",,"2",,"2","7","15","3","2","1","2",,"2",,0,0,0,12567,600,0,0,0,6746,3005,0,0,0,,"9","8","5","10","3","4","4","4","4","10","9","10","3","7",,"9","1","1","3","10","9","3","1","1","1","3","1","1","1",
"2013","AT",241476703,618.200483091787,,"6","2013","14","2",1969,"2","2","1","AT","2",,"2","1","2","1",,,"3","83",,,"q",,"11","1","2","2",,,"19","2","2","3","2",,"2",,21021,0,0,0,0,0,0,0,0,0,0,0,0,4400,"9","7","7","8","4","5","3",,"3","1",,"6","6","7","10","10","1","1",,"7","9","2","1","1","3","1","2","1","6","545.81256112527"
"2013","AT",241476704,618.200483091787,,"6","2013","16","1",1977,"2","1","1","AT","2",,"5","1","1",,,,"2","41",,,"h",,"12",,"1",,,,"14","1","1","3","2",,"2",,11104,0,0,0,0,0,0,0,0,0,0,0,0,1100,"5","9","10","10","3","3",,"5","2","10","8","10","4","5","10","8","1","1","8","10","10",,"1","1","1","3","1","1","5","2751.08978310473"
"2013","AT",241476705,618.200483091787,,"5","2013",,"7",1995,"2","1","1","AT","2",,"2","6","2","1","2",,"3","NAs",,,,,,"1",,"2",,,,"2","2","3","2",,"2",,1070,0,0,8628,1200,0,0,92,0,0,0,0,0,2600,"9",,"8","4","4","3","3","4","3",,,"9","5","0","5","9","1","1","2","10","7","4","1","1","1","1","1","1","4","406.319451068209"
"2013","AT",241529901,618.200483091787,,"6","2013","21","11",1961,"1","2","3","AT","2",,"3","5","1",,,"1","3","72",,,,,"11","1","1",,,,"17","1","2","2","2",,"2",,0,0,0,753,0,0,0,9649,0,0,28651,0,0,,"10","8","0","10","3","5",,"5","2",,,,"3","5","5","8","1","1","9","8","7","2","1","1","1","1","1","1","5","1143.12988574028"
"2013","AT",241529902,618.200483091787,,"4","2013","11","6",1965,"2","2","3","AT","2",,"3","1","1",,,,"3","51","40",,"g",,,"1","1","2",,"10","19","1","2","2","2",,"2",,32770,0,,8455,0,0,0,0,0,0,0,0,0,1200,"8","10","7","7","3","5","3","4","2","10",,"6","8","8","8","10","1",,"4","8","10",,"1","1","1","2","1","1","5","1636.57565812268"
"2013","AT",241529903,618.200483091787,,"3","2013","17","3",1991,"2","1","1","EU","2",,"3","6","2","2",,,,"NAs",,,,,,,"2",,,,"15","1","2","3","2",,"2",,419,0,0,0,0,0,0,0,0,0,0,0,938,,,,"2","10","3","5","2","2","2","10",,"6","0","2","10","10","1","1","7","9","10","2","1","1","1","2","1","1","5","4231.17813275426"
"2013","AT",241529904,618.200483091787,,"5","2013","11","1",1992,"1","1","2","AT","1",,"3","6","2","2",,,"3","NAs",,,,"1",,"1",,"2",,,"15","2","1","2","2",,"1",,0,0,0,7969,0,0,0,0,0,0,0,5251,0,,"10","8","10","5","4","4","4","5","3",,,"10",,"7","0","10","1","1","7","7","10","2","1","1","1","1","1","1","3","657.759664368688"
"2013","AT",241529905,618.200483091787,,"6","2013","45","3",1994,"1","1","1","AT","2",,"2","1","2","2","2",,"3","73",,,"b-e",,,,"2",,,,"17","2","2","2","2",,"2","6",0,0,0,6617,0,0,0,0,0,0,0,0,0,,"9","10",,,"5",,"2","5","3",,,"7","5","8","6","9","1","1",,"10","10","1","1","1","1","1","3","1","3","359.99021221676"
"2013","AT",241553301,618.200483091787,,"3","2013","14","2",1932,"1","2","1","AT","2",,"2","7","1",,"2",,"3","91","48",,,,,"1","2","2",,,"18","1","1","3","2",,"2",,0,0,0,7335,0,0,0,0,21295,4730,0,0,0,1084,"5","8","10","10",,"5","2","3",,"10","10",,"6","4",,,"1",,"5",,"7","1","1","1","1","1","1","2","5","503.528860574214"
"2013","AT",241553302,618.200483091787,,"6","2013","22","9",1942,"2","2","1","AT","2",,"2","10","2","2",,,"3","61",,,,,,"1","2",,,,"15","1","1","3","2",,"2",,0,0,0,3871,3500,0,0,0,0,0,0,0,0,,"10","7","5","10","4","5",,"4","2",,"8",,,"5","5","10","1","1",,"10","10","2","1","1","1","1","1","1","1","624.680858164125"
"2013","AT",241553303,618.200483091787,,"5","2013","26","12",1969,"2","2","2","Other","2",,"2","1","1","1",,,"3","35","40","20","b-e",,"13","1","1",,,,"19","4","2","3","2",,"2",,43620,0,0,7516,0,0,0,0,0,0,0,0,0,,"7","10","6","9","5","2","3","2","3","7",,"7","5","6","0","10","1","1","7","8","8","3","1","1","1","3","1","1","1","760.798341196513"
"2013","AT",241553304,618.200483091787,,"6","2013","9","1",1977,"2","2","1","AT","2",,"3","2","1",,,,"3","52","22",,"q",,"13","1",,,,,"17","4","2","3","2",,"2",,21660,0,0,12879,920,0,0,0,0,0,0,0,0,21,"8","10","9",,"3","4","1",,"2",,,,"0","5","4","9","1","1",,"9","8","3","2","1","1","1","1","1","1","755.607647075894"
"2013","AT",241553305,618.200483091787,,"5","2013","18","6",1995,"2","1","3","AT","1",,"2","6","2","2",,,"3","NAs",,,,,,,,,,,"18","3","2","2","2",,"2",,0,0,0,13501,0,0,0,0,0,0,0,1532,0,,"10","8","6",,"4","5","2","5","1","10","10","10","3","6","10","8","1","1","5","10","10","2","1","1","2","3","1","1","5","1091.86265286839"
"2013","AT",241667301,618.200483091787,,"4","2013","14","11",1966,"2","1","3","AT","2",,"6","1","1",,,,"3","22","38",,"p",,"8","1","1","2",,,"21","2","1","3","2",,"2",,111762,0,,0,0,0,0,0,0,0,0,0,0,2100,"8",,"7","9",,,"1","4",,"6",,"8","7","6","5","8","1","1","6","7","10","3","1","1","1","1","1","3","6",
"2013","AT",241667302,618.200483091787,,"5","2013","10","12",1962,"1","2","3","AT","2",,"2","1","1",,,,"3","74","24",,"b-e",,,"1",,"2",,,"23","3","2","3","2",,"2",,47407,0,0,2591,0,0,0,0,0,0,0,0,0,,"7","8","9","10","5","5","3","5",,,"8","10","0","8","5","9",,"1","2","9","10","2","1","1","3","1","1","1","6","463.88268490413"
"2013","AT",241667303,618.200483091787,,"5","2013","49","6",1932,"2","4","3","AT","2",,"2","7","1",,,,"3","NAs","30",,,,"13","1","1","2",,,"25","2","2","3","2",,"2",,0,796,0,1781,840,0,0,0,42093,0,0,0,0,700,"10","6","2","10","3","2","4",,"2",,,"3","6","7","5","4","1","1","5","5",,"1","3","1","1","2","1","1","5","374.842620299621"
"2013","AT",241667304,618.200483091787,,"4","2013","17","8",1992,"2","1","1","AT","2",,"4","1","2",,,,"3","43","20",,"h",,,"1",,"2",,,"18","1","1","3","2",,"2",,22133,0,0,8802,1800,0,0,0,0,0,0,0,0,,"9","6","3","10","3","5","2","4","3","10","10","8","6","8","7","10","1","1","7","10","10",,"1","1","1","1","1","3","1","1013.47010930712"
"2013","AT",241667305,618.200483091787,,"5","2013","14","12",1994,"2","1","3","AT","2",,"2","1","1","1",,,"3","41",,,"r-u",,,"1","2","2",,,"16","1","2","3","2",,"2",,8054,1077,0,0,0,0,0,0,0,0,0,0,0,,"5","10","10","5","4","4",,,"2","9",,"10","6","0","8","10","1","1","8","10","8","2","1","1","1","3","1","1","3","857.683238361136"
"2013","AT",241667306,618.200483091787,,"4","2013","19","9",1994,"2","1","3","AT","2",,"3","6","2",,,,"3","NAs","15",,,,"3",,"2","2",,,"18","1","2","3","2",,"2",,8723,0,0,8756,0,0,0,0,0,0,0,0,0,5500,"9","9","3","9","5","2","3","4","2",,"7","9","0","5","10","10","1","1","2","10","8",,"3","1","3","1","1","3","4",
"2013","AT",241685801,618.200483091787,,"4","2013","17","10",1936,"1","2","1","AT","2",,"5","7","2","1",,,"3","74","39",,,,"13","1","2",,,,"15","2","2","3","2",,"2",,0,0,0,5300,468,0,0,0,12085,0,0,0,0,,"8","5","8","7","5",,"1","3","2",,,"2","5",,"3","8",,"1","8","10","8",,"1","1","1","1","1","1","5","587.201874505825"
"2013","AT",241685802,618.200483091787,,"5","2013","17","3",1964,"2","1","3","AT","2",,"5","1","1","1",,,,"24",,,"r-u",,"12","1","2","2",,,"14","2","2","3","2",,"2",,21787,0,0,2336,572,0,0,10381,0,0,0,0,0,,,"10",,,"4","3","2","4","3","8","6","8","99","5","7","10","1","1","3",,"9","2","1","1","1","1","1","1","6","760.042949159789"
"2013","AT",241685803,618.200483091787,,"3","2013","12","8",1964,"1","2","1","AT","2",,"5","3","1","1","2",,"3","26",,,"j",,"12","2","2","1",,,,"3","2","3","2",,"2",,0,0,0,5789,0,13895,0,0,0,0,0,0,0,490,"5","8",,"8","3","4","2","5","3",,"10","10","5","1","7","10","1","1","6","5","10","1","1","1","1","1","1","1","5","547.746402040975"
"2013","AT",241685804,618.200483091787,,"6","2013","20","2",1994,"1","1","1","AT","2",,"2","6","1",,,,"3","NAs",,,,,,,,,,,"17","3","2","3","2",,"2",,1626,0,0,923,0,153,0,0,0,0,0,0,0,,"8","0","4","9","4","5","2",,"1",,"10","10","2","6","8","9","1",,"4","10","9","2","1","1","1","1","1","1","1","974.446974930936"
"2013","AT",241685805,618.200483091787,,"4","2013","25","4",1996,"2","1","1","AT","2","3","2","1","1","2",,"1","3","71",,,"i",,"4","1","1",,,"12","22","3","2","1","2",,"2",,10151,0,0,6901,0,0,0,0,0,0,0,0,0,1450,"5","10","6",,"5","3","2","5","2",,,"10","99","7","4","5","1","1","8","10","8",,"1","1","1","1","1","1","3","1489.43260386107"
"2013","AT",241708701,618.200483091787,,"4","2013","27","5",1964,"1","2","1","AT","2","5","3","1","1",,,,"3","71",,,"f",,"8","1","1",,,,"15","1","2","3","2",,"2",,32330,0,0,440,0,0,0,0,0,0,0,0,0,600,"10",,"8","9","4","4","2",,,,"10","5","8","0","9","9",,"1","5","8","10","1","3","1","1","1","1","3","1","421.651185863255"
"2013","AT",241708702,618.200483091787,,"6","2013","21","1",1973,"2","2","1","AT","2","3","3","10","1","2","2",,,"NAs",,,,,,"1",,,,,"19","1","2","3","2",,"2",,0,0,0,0,0,0,0,899,0,0,234,0,0,400,"9","8","8","10",,"5","2","3","4","10","10","10","5","0",,"4","1","1","5","5","8","2","1","1","1","1","1","3","1","642.233801430558"
"2013","AT",241708703,618.200483091787,,"4","2013","13","10",1995,"2","1","1","Other","1","5","2","6","1","1",,,,"NAs","39",,,,,"1","2",,,,"17","2","1","3","2",,"2",,0,238,0,0,0,0,0,1586,0,0,0,0,0,,"8","10","8","10","2","4",,"4","4","8",,,"5","8","8",,"1","1","8","8","10","2","1","1","1","1","1","1","1","400.30420583437"
"2013","AT",241845601,618.200483091787,,"3","2013","20","5",1968,"1","2","1","AT","2",,"4","1","1","1",,,"3","33","40",,"b-e",,"13","1","1","2",,,"18","2","1","3","2",,"2",,35410,238,0,0,0,0,0,0,0,0,0,0,0,,,"10","10",,"5","4","2","5","2","8","10","8","3","5","7",,"1",,"8","10","10","1","1","1","1","3","1","3","2","375.618152892044"
"2013","AT",241845602,618.200483091787,,"5","2013","14","10",1969,"2","5","1","AT","2",,"2","1","2",,,,"2","91","40",,"l-n",,,"1",,,,,"24","2","2","3","2",,"2",,39074,0,0,10261,744,0,0,0,0,0,0,0,0,,"7","10",,"9","3","3","2",,"1",,,"10","3","4","8","10","1","1","7",,"7","1","1","1","1","1","1","1","1",
"2013","AT",241845603,618.200483091787,,"6","2013","24","10",1991,"2","1","1","AT","2",,"4","6","2","2",,,"3","NAs",,,,,,"1","2","2",,"10","16","1","2","3","2",,"2",,0,543,0,12431,0,0,0,4987,0,0,0,0,0,,"9","6","9","9","3","5","4","5","2",,"8","8","6","5","7","10","1","1","4","8","10","3","1","2","1","3","1","1","5",
"2013","AT",241845604,618.200483091787,,"3","2013","31","10",1992,"1","1","1","AT","2",,"3","1","2",,,,"3","75",,,"b-e",,"13","1","2",,,,"17","3","2","3","2",,"2",,19763,925,0,13131,0,0,0,0,0,0,0,0,0,,"8","5","0","9","4","3","2","4","2",,"10","8","5","8","8","10","1",,"5","10",,"3","3","1","1","2","1","1","5","622.999601552664"
"2013","AT",241845605,618.200483091787,,"6","2013","43","5",1994,"2","1","3","AT","2","5","3","6","2","1",,,"3","NAs",,,,,,,,"2",,,"18","1","2","3","2",,"2",,3487,1119,0,0,0,0,0,0,0,0,0,0,0,,"8","7","5","10","5","5","3","4","3","9","10","4","2","8","7","9",,"1","6","5","9","1","1","1","1","1","1","1","5","128.200871154783"
"2013","AT",241845606,618.200483091787,,"4","2013","16","6",1995,"1","1","1","AT","2",,"2","1","2","1",,,"3","75",,,"f",,"13","1","2",,,"4","14","3","2","3","2",,"2",,17509,238,0,0,0,0,0,0,0,0,0,0,0,3300,"10","8","8","10","3","3","2","4","2","9",,"10","7","2","8","9","1","1","4","10","10",,"2","1","1","1","1","1","5","2636.97453276218"
"2013","AT",241845607,618.200483091787,,"2","2013","20","5",1996,"2","1","3","AT","1",,"2","1","2",,,,"2","72",,,"i",,"3",,,,,,"17","2","2","3","2",,"2",,8967,0,0,5300,0,0,0,0,0,0,473,0,0,1600,,"9","6","10",,"4","2","3","2","7","5","10","3",,"5","5","1","1","6","10","10",,"2","1","3","3","2","1","3","1166.55800462207"
"2013","AT",241893901,618.200483091787,,"6","2013","20","9",1968,"1","2","3","AT","2",,"4","1","2","1","2",,,"32","50",,"q",,,"1","2",,,,"15","4","2","1","2",,"2",,11918,238,0,210,0,0,0,0,0,0,0,0,0,1200,"6","9","8","9","4","3",,"4","2",,"10","10","7","5","1",,"1","1","7",,"8","1","1","1","1","2","1","1","1","563.613322278574"
"2013","AT",241893902,618.200483091787,,"3","2013","14","2",1969,"2","2","3","AT","2","3","2","10","2","2",,"2",,"51",,,,,,,,,,,"22","4","1","3","2",,"2",,0,0,0,11910,0,0,0,0,0,0,0,0,0,1755,"5","10","8","8","4","3","2","4","2",,,"10","5","8","8","7","1","1","5","8","10",,"1","1","1","1","3","1","5","581.346625977517"
"2013","AT",241893903,618.200483091787,,"5","2013","15","8",1991,"2","1","1","AT","2",,"3","2","2","2",,,"3","33","60",,"g",,,,,,,,,"3","2","2","2",,"2",,3763,0,0,0,600,0,0,0,0,0,0,0,0,,"8","10","9","9","4",,"2",,,"7","8","7","7","6","7","10","1",,"5",,"9",,"1","1","1","2","1","1","5","599.368208064664"
"2013","AT",241893904,618.200483091787,,"5","2013","12","3",1992,"1","1","3","AT","2",,"3","1","2",,,,"3","75",,,"f",,,"1","2",,,,"15","2","2","3","2",,"2",,27974,238,0,589,0,0,0,0,0,0,0,0,0,,,"8","6","9",,"5","2","3",,,,"8","4","9","9",,"1","1","6",,"10","1","1","1","1","1","1","1","5","854.897793202715"
"2013","AT",241893905,618.200483091787,,"6","2013","29","8",1994,"2","1","1","AT","2",,"3","1","2","1",,,"3","21",,,"p",,"5","1",,,,"3","15","1","1","2","2",,"2",,15721,0,0,0,0,0,0,0,0,0,0,0,0,,"10","7","9","8","5","5",,"3","2",,"10","5","7","8","7",,"1",,"8","10","9","1","1","1","1","3","1","1","1","302.857703812414"
"2013","AT",241893906,618.200483091787,,"6","2013","12","10",1995,"1","1","3","AT","2",,"3","1","2","1","1",,"3","75",,,"i","6",,"1",,"2",,,"19","2","2","3","2",,"2",,14861,0,0,0,0,0,0,0,0,0,0,0,0,,"9",,"6","10","5","3",,,"2",,,"7","4","0",,"7","1",,"4","10","9","2","1","1","1","3","1","2","5","1504.94022179492"
"2013","AT",241893907,618.200483091787,,"3","2013","23","6",1996,"2","1","3","AT","2",,"2","1","2","2",,,"3","52","44",,"i",,,"1","1",,,,"15","5","2","3","2",,"2",,3682,0,0,8573,0,0,0,1092,0,0,0,0,0,,"9","8",,"10","5","4","2",,"1",,,"5","5",,"8",,,,"2","8","10","2","1","1","1","3","1","1","5","573.415119531902"
"2013","AT",241988501,618.200483091787,,"3","2013","6","8",1968,"1","5","3","AT","2",,"3","1","1",,,,"3","72","40",,"b-e",,"11","1","2","2",,,"14","2","1","3","2",,"2",,34917,238,0,11614,0,0,0,0,0,0,0,0,0,327,"9","7","5","10",,"5","4","3","2",,,"10","5","9","0","10","1","1","8","9","9","1","1","1","1","1","1","1","1","518.393733387195"
"2013","AT",241988502,618.200483091787,,"4","2013","12","9",1969,"2","5","3","AT","2",,"5","1","1",,,,"3","14","40",,"q","3",,"1","2",,,,"14","3","2","2","2","6","1",,19287,238,0,6463,1500,0,0,0,0,0,0,0,0,,,,"0",,"5","5","2",,,,"10","8","5","9","8","8","1","1","8","10","8","1","1","1","1","2","1","1","1",
"2013","AT",241988503,618.200483091787,,"6","2013","16","5",1991,"2","1","3","AT","2","3","3","6","2","1",,,"3","NAs",,,,,,"1","2","2",,,"19","3","2","3","2",,"2",,0,0,0,0,300,23973,0,0,0,0,0,0,0,,"7",,"10","9","4","5","2","5","3",,,,"6","99","4",,,"1","7","6","8",,"1","1","1","1","1","1","1","372.171958988215"
"2013","AT",241988504,618.200483091787,,"4","2013","31","7",1992,"1","1","1","AT","2",,"3","9","2",,,,"2","73","4",,,,"13","1","1","2",,,"15","2","2","3","2",,"2",,11916,0,0,0,15000,14073,0,0,0,0,0,0,0,2200,,"9","8","8","4","5","3","4","3",,,,"6","10","10","8","1","1","8","5","10","1","1","1","1","3","1","1","1","388.935860753443"
"2013","AT",241988505,618.200483091787,,"4","2013","15","9",1994,"2","1","1","AT","2",,"2","1","2","1","2",,"3","33",,,"b-e",,"4","2","2","2",,,,"2","1","3","2",,"2",,7701,0,0,955,0,0,0,0,0,0,209,0,0,2400,"9","8","8","10","2","5","2","2","3",,,"10","0","7","4","8","1","1","4","8",,"1","1","1","1","1","1","3","5","821.776294892177"
"2013","AT",241988506,618.200483091787,,"6","2013","26","11",1995,"1","1","3","AT","2",,"2","1","2",,,,"3","74",,,"f",,,"1","1",,,,"29","2","2","2","2",,"2",,18219,0,0,0,0,0,0,0,0,0,0,0,0,2200,"10","9","7","8","4","4",,,"1","9",,"7",,"6","5","8","1","1","5","10",,"1","2","1","1","2","1","1","5",
"2013","AT",241988507,618.200483091787,,"3","2013","20","5",1996,"2","1","3","EU","1","5","2","6","1",,"2",,"2","NAs","23",,,,,,"2",,,,"15","1","2","3","2",,"2",,0,0,0,1932,0,0,0,0,0,0,0,0,0,2820,"5","8",,"9","4",,"2","4",,"7","6","5","5","10","8","5","1","1","5","10","10","2","1","1","1","3","1","1","3","1189.80356960001"
"2013","AT",242270401,578.433268858801,,"6","2013","10","12",1976,"1","2","3","AT","2",,"3","1","1",,,,"2","91","40",,"b-e",,"13","1","2",,,"12","15","1","2","3","2",,"2",,28812,238,0,0,800,0,0,1973,0,0,0,0,0,,"9","8","8","6","3",,"2","3","1",,,"10","0","5","7","9","1","1","4","9","5","2","3","1","1","1","2","3","5","971.902376480442"
"2013","AT",242273301,578.433268858801,,"3","2013","17","5",1970,"1","1","2","AT","2",,"3","1","1",,,,"3","41","67",,"b-e",,"1","1","2","2",,,"18","2","2","3","2",,"2",,33051,238,,8115,0,0,0,0,0,0,0,0,0,3992,"7","8","8","10","4","5","2","4","2",,"9","10","7","5","9","8","1","1","3","7","8","1","1","1","1","1","1","1","1",
"2013","AT",242308801,578.433268858801,,"6","2013","90","1",1968,"1","2","1","AT","2",,"2","1","2",,,,"3","75",,,"b-e",,,,"2",,,,"20","2","2","2","2",,"2",,30557,0,0,9530,700,0,0,0,0,0,0,0,0,1084,,"5","0",,"2","4","2","3","2","8",,,"3","5",,"10",,"1","8","3","9","1","1","1","3","1","1","1","6","610.803941778346"
"2013","AT",242390601,578.433268858801,,"4","2013","23","5",1934,"2","4","1","AT","2",,"2","7","1",,,,"3","61",,,,,"4","1","1",,,,"14","2","2","3","2",,"2",,0,0,0,0,0,0,0,0,1868,0,0,25608,0,,,"10","9","10","5","5","2","4","2",,,"10","6","7","8","8","1","1","5","5","10","1",,"1","1","1","3","1","6","4221.64812128276"
